"PizzaPrice","BurgerPrice","RoomTemperature","DeliveryMode","Income","softdrinkPrice","Location","PizzaDemand"
10.1277092756304,8.12770927563039,25.0343374344427,2,71.9862236969776,43.6972193337825,2,16423.2725361855
14.284402819592,12.284402819592,25.193368290456,1,10.5273132306585,41.5503793830694,2,14771.9778154786
11.375859230949,9.37585923094903,24.9439159381449,1,36.0709629061711,31.2994660322089,1,15614.9014854591
9.13168296334949,7.13168296334949,25.051960853059,1,43.765200686303,15.1526678772116,1,16052.3231527837
11.327591882592,9.32759188259198,25.09809285469,2,33.8960479914536,22.3732479988457,1,15687.4028239912
9.91655704800288,7.91655704800288,24.961053723614,2,51.3770779722809,17.1186631103801,2,16243.1577954113
6.9234956241301,4.9234956241301,25.1146258824887,2,14.4867812298833,20.6842996050727,2,15129.7514891816
2.8049243968519,0.8049243968519,24.9185710116516,2,57.0057925098827,32.762176963601,2,16101.8216678209
13.6736132098681,11.6736132098681,25.0418729316491,1,26.5919054354574,29.310051468985,2,15399.9858888539
7.00512772476203,5.00512772476203,25.0437885083793,1,40.9940216982198,25.1178485978907,2,15805.9405787527
8.62623006438429,6.62623006438429,25.1989189782622,2,39.1549944580762,19.9407550525558,1,15846.9711452959
13.2034457958711,11.2034457958711,25.0983426938505,1,63.2676497008506,24.9632053958648,1,16487.9764771882
10.9330170891096,8.93301708910963,25.1010353063251,2,65.9493803292494,42.997078576593,1,16271.981578688
9.68047200827662,7.68047200827662,24.806660143311,1,120.819461000072,19.0632418380876,1,18156.0875481696
6.90860858814997,4.90860858814997,25.0487939507176,2,58.6130725414981,17.5738622915642,1,16411.5284940795
6.66827680630345,4.66827680630345,24.9537491815239,2,66.3833933774146,20.3972568685815,1,16584.8841369614
6.83979402099619,4.83979402099619,24.9838726655802,2,8.00488245494121,27.0377231151583,2,14852.2839917629
13.4959436825065,11.4959436825065,25.0014435044996,2,41.6132274317662,37.0382221554222,1,15702.9473766944
10.5359508936826,8.53595089368263,24.766637647761,2,45.7337891771544,34.2896236331871,1,15832.9421654871
8.99173127237737,6.99173127237737,24.9678900920775,2,12.3304032774803,18.6470950600502,2,15118.3644861508
9.26505136871584,7.26505136871584,24.8875396811991,1,61.6550108076575,17.2057733414147,2,16523.4995289549
6.69483339934895,4.69483339934895,24.9753704500748,2,73.8666601526238,30.9734053225818,2,16636.101343334
8.61682273589145,6.61682273589145,25.0802329082078,1,26.3198412427719,23.7060890767181,2,15430.9691092423
3.29425296981649,1.29425296981649,24.9263832738,1,50.9640772550714,44.5472890874713,1,15760.3667655704
7.94654239020849,5.94654239020849,25.0596407281763,2,29.2279423560897,39.0558957956392,1,15275.891757454
8.31064318593328,6.31064318593328,24.9582726673389,2,63.9292938665962,23.7580445132538,2,16480.3755661954
5.49565357879509,3.49565357879509,25.2150565798045,1,47.197432280503,32.8976466456218,1,15849.5730114243
4.41622426979825,2.41622426979825,24.9536555465151,2,26.0590578013911,43.2220804011376,2,15092.960996438
5.83342236136177,3.83342236136177,24.8647637975605,2,38.2981684744335,20.0335704464554,2,15796.395626984
8.00903962482036,6.00903962482036,25.069194032249,1,76.11891795647,22.1967441497814,1,16842.5507556346
6.97781321848434,4.97781321848434,25.0883627879083,1,50.0826473811419,28.7576043516209,1,16005.6984182528
9.02597521995994,7.02597521995994,24.9608427227367,1,76.9161339356653,22.1088317887683,1,16875.4536307981
6.88031062601268,4.88031062601268,25.0851901530903,1,63.9535874684759,15.8936479549014,2,16586.3092595584
7.95298946808117,5.95298946808117,25.1516386078991,1,67.2991895577029,28.9616469724612,1,16493.3895744513
15.812741958359,13.812741958359,24.9028721866664,2,66.4443516360001,41.8662437309407,2,16346.8381141617
10.0170653593866,8.01706535938656,25.162532340508,2,41.8240622068493,30.2730301041154,2,15779.1598521257
8.41864723383024,6.41864723383024,24.9522467323039,1,92,28.2560922261622,1,17199.905116899
4.92670536588865,2.92670536588865,24.8903192843339,1,11.1272772439744,27.8827561331074,2,14909.7213162978
7.13708692556482,5.13708692556482,24.9997602110656,2,86.7573608161934,23.3851336154203,1,17114.6341565359
5.44785412871503,3.44785412871503,24.8458991467249,1,54.058361254705,45.7045114637865,2,15849.1104741317
11.4039114860946,9.40391148609462,24.9275630507464,1,42.6463100434407,49.1491093039986,2,15531.4914642858
7.28943074551275,5.28943074551275,25.09652913157,1,71.4027797891623,26.609813992095,1,16637.7064765214
6.26723366428695,4.26723366428695,24.9913894825516,2,35.6820947970367,22.6197428299291,2,15688.4023219962
9.10758079569933,7.10758079569933,25.0398005482706,1,45.7296966585419,23.8582861329012,1,15976.5927913631
6.28763945878518,4.28763945878518,24.9569030582147,2,39.8481957380902,33.8618560143466,2,15636.430612584
9.39122836198188,7.39122836198188,24.997033046815,2,83.265252364041,16.470790617528,2,17140.948747402
2.31506538319351,0.315065383193515,25.0357870067462,1,15.8860323657383,39.8290751323052,2,14840.2565452921
8.61130228842822,6.61130228842822,24.9628134787757,1,85.7767715448713,50.565422829913,2,16692.7501422446
7.7570681614157,5.7570681614157,24.9288658962897,2,77.6648318844472,41.5897764837682,2,16592.656181222
3.4709912797474,1.4709912797474,25.0548357521623,2,82.0284084827102,26.0586880300666,2,16909.1651445507
7.96548367228201,5.96548367228201,25.0599933832948,2,50.4597193308289,30.3852909676375,1,16001.0231956249
4.55117353302297,2.55117353302297,25.1695564472203,2,66.3445644690588,28.4825364838139,2,16443.3087245147
8.34919754774589,6.34919754774589,25.0770811522431,2,84.8739869580909,36.2377098511362,1,16880.1362386325
9.04191272355262,7.04191272355262,25.0066581274101,1,57.2136918793002,22.6098290077712,1,16316.2665563186
9.64079851128752,7.64079851128752,24.8603402959129,2,75.5496493931754,27.6508629349157,2,16759.2891993624
6.44576917991624,4.44576917991624,25.0530804140603,1,41.7643926264767,28.5411272280692,1,15771.2439968914
11.8854217913041,9.88542179130408,24.9339785838634,1,94,30.2017736248924,1,17257.8647990996
10.859448711795,8.85944871179502,25.0584678827507,2,79.4850761477151,33.0692642707747,2,16799.3445306609
7.70991413234188,5.70991413234188,25.2098649193156,2,77.0068092794659,21.6002334897435,2,16873.6287020028
9.1824429019726,7.1824429019726,24.9113566294852,1,92.7821864777849,35.2871757830283,1,17123.5467969507
12.611691405246,10.611691405246,24.9992770655635,2,35.3494401442662,38.2038807371767,1,15502.4216988956
9.10814679888442,7.10814679888442,25.0099145701648,2,13.8506529116618,32.3533790865234,2,14956.5046569497
4.61713590761075,2.61713590761075,24.8928573355545,1,29.6169665516524,43.1153941441471,2,15196.0095702792
7.41154190305752,5.41154190305752,24.9233835658015,2,53.1107127391855,-10.7522524964379,1,16686.9886323727
7.20665174601728,5.20665174601728,25.0391689732129,2,27.6001807138507,38.4250892389976,2,15233.4771747618
6.82964048591535,4.82964048591535,24.9503041199107,1,37.0201726263909,39.4640199349838,2,15477.9531688458
8.05224263763633,6.05224263763633,25.0329961239998,2,35.9560062231747,41.9806330028211,2,15421.4923110781
7.12642669090738,5.12642669090738,25.0817039425143,1,39.7565945527309,24.3330013999563,1,15784.2976954571
11.497404700703,9.49740470070302,25.0302551135035,1,97,13.5668976852783,1,17587.8129434652
15.2962468764069,13.2962468764069,24.984838002308,2,62.6907414842318,26.378771535323,1,16469.3684535067
